statement_number,speaker,timestamp,statement,speaker_type,night,debate
374,Gillibrand,17:47,"Then we have the ACA. During the ACA negotiation I had to fight like heck with other women to make sure that contraception wasn’t sold down the river or abortion services. What we need to know is … Imagine this one question. When we beat President Trump and Mitch McConnell walks into the Oval Office, God forbid, to do negotiations who do you want when that door closes to be sitting behind that desk to fight for women’s rights?",candidate,1,2
375,Gillibrand,18:16,I have been the fiercest advocate for women’s reproductive freedom for over a decade. I promise you as president when that door closes I will guarantee women’s reproductive freedom no matter what.,candidate,1,2
376,Maddow,18:26,"Senator, thank you.",proctor,1,2
377,Todd,18:27,"Thank you. We’re moving to climate. We’re moving to climate, guys. Senator Harris, I’m addressing you first on this. You live in a state that has been hit by drought, wildfires, flooding. Climate change is a major concern for voters in your state. It’s pretty obvious. Obviously the state as well.",proctor,1,2
378,Todd,18:41,Last night voters heard many of the candidates weigh in on their proposals. Explain specifically what yours is.,proctor,1,2
379,Harris,18:48,"Well, first of all, I don’t even call it climate change. It’s the climate crisis. It represents an existential threat to us as a species. The fact that we have a President of the United States who has embraced science fiction over science fact would be to our collective peril.",candidate,1,2
380,Harris,19:03,I visited while the embers were smoldering the wildfires in California. I spoke with firefighters who were in the midst of fighting a fire while their own homes were burning.,candidate,1,2
381,Harris,19:16,On this issue it is a critical issue that is about what we must do to confront what is immediate and before us right now. That is why I support a Green New Deal. It is why I believe on day one and as president I will reenter us in the Paris Agreement because we have to take these issues seriously.,candidate,1,2
382,Harris,19:36,"Frankly, we have a President of the United States … We talked about, you asked before what is the greatest national security threat to the United States? It’s Donald Trump.",candidate,1,2
383,Harris,19:44,"I’m going to tell you why, I’m going to tell you why, because I agree climate change represents an existential threat. He denies the science. You want to talk about North Korea? A real threat in terms of nuclear arsenal but what does he do? He embraces Kim Jong-Un, a dictator for the sake of a photo op. Putin, you want …",candidate,1,2
384,Harris,20:00,…a dictator for the sake of a photo op.,candidate,1,2
385,Todd,20:02,Thank-,proctor,1,2
386,Harris,20:02,Putin. You want to talk about Russia?,candidate,1,2
387,Todd,20:07,"Senator Harris, we’re going to do-",proctor,1,2
388,Harris,20:07,He takes the word of the Russian President-,candidate,1,2
389,Todd,20:07,I want to stick to climate.,proctor,1,2
390,Harris,20:07,Over the word of the American intelligence-,candidate,1,2
391,Todd,20:09,I want to stick to climate here.,proctor,1,2
392,Harris,20:10,Community when it comes to a threat to our democracy-,candidate,1,2
393,Todd,20:12,"Thank you, Senator.",proctor,1,2
394,Harris,20:12,And our elections.,candidate,1,2
395,Todd,20:13,"Thank you, Senator Harris.",proctor,1,2
396,Harris,20:14,"These are the issues that are before us, Chuck.",candidate,1,2
397,Todd,20:16,I hear you.,proctor,1,2
398,Harris,20:17,Yes.,candidate,1,2
399,Todd,20:17,"Thank you, Senator Harris. Mayor Buttigieg, in your climate plan, if you’re elected President, in your first term, how is this going to help farmers impacted by climate change in the Midwest?",proctor,1,2
400,Buttigieg,20:31,"Well, the reality is, we need to begin adapting right away, but we also can’t skip a beat on preventing climate change from getting even worse. It’s why we need aggressive and ambitious measures. It’s why we need to do a carbon tax and dividend, but I would propose we do it in a way that is rebated out to the American people in a progressive fashion so that most Americans are made more than whole.",candidate,1,2
401,Buttigieg,20:52,"This isn’t theoretical for us in south Indiana. Parts of California on fire, right here in Florida they’re talking about sea level rise. Well, in Indiana, I had to activate the Emergency Operations Center of our city twice in less than two years. First time was a 1,000 year flood, and the next time was a 500 year flood. This is not just happening on the Arctic ice caps. This is happening in the middle of the country and we’ve got to be dramatically more aggressive moving forward.",candidate,1,2
402,Buttigieg,21:18,"Now here’s what very few people talk about. First of all, rural American can be part of the solution instead of being told they’re part of the problem. With the right kind of soil management and other kind of investments, rural America could be a huge part of how we get this done. Secondly, we got to look to the leadership of local communities. Those networks of mayors-",candidate,1,2
403,Todd,21:36,Mayor-,proctor,1,2
404,Buttigieg,21:36,Of cities from around the world who-,candidate,1,2
405,Todd,21:37,I’m trying to stick to the topic as best we can-,proctor,1,2
406,Buttigieg,21:38,"Have come together, not even waiting for our national governments to catch up. We should have a Pittsburgh Summit where we bring them together as well as rejoining the Paris-",candidate,1,2
407,Todd,21:45,"Thank you, Mayor Buttigieg.",proctor,1,2
408,Maddow,21:46,"I want to bring Governor Hickenlooper into this for a moment. Governor, you have said that oil and gas companies should be a part of the solution on climate change. Lots of your colleagues on stage tonight have talked about moving away from fossil fuels entirely. Can oil and gas companies be real partners in this fight?",proctor,1,2
409,Hickenlooper,22:03,"Well, I share the sense of urgency. I’m a scientist, so I recognize that within 10 or 12 years of actually suffering irreversible damage, but you know, guaranteeing everybody a government job is not going to get us there. Socialism, in that sense, is not the solution. We have to look at what really will make a difference.",candidate,1,2
410,Hickenlooper,22:25,"In Colorado, we’re closing a couple coal plants, replacing them with wind, solar, and batteries and the monthly bills go down. We’ve building a network for electric vehicles. We are working with the oil and gas industry, and we created the first methane regulations in the country. Methane is 25 times worse than CO2. Then we’ve got to get to that last part. I mean, the industrial, heavy industry, we haven’t seen the plans yet.",candidate,1,2
411,Hickenlooper,22:50,"If you look at the real problems, CO2, the worst polluters in CO2 was China, it was the United States, and then it’s concrete and it’s extallation. Beyond that, I think we’ve got to recognize that only by bringing people together, businesses, non-profits, we can’t demonize every business. We’ve got to bring them together to be part of this thing, because ultimately-",candidate,1,2
412,Maddow,23:10,Governor-,proctor,1,2
413,Hickenlooper,23:10,"If we’re not able to do that, we will be doomed to failure. We have no way of doing this without-",candidate,1,2
414,Maddow,23:15,"Governor, thank you. Vice President Biden, on the issue of how you do this, Democrats are arguing robustly among themselves about what’s the best way to tackle climate change. But if we’re honest, many Republicans, including the President, are still not sure if they believe it is even a serious problem. So, are there significant ways you can cut carbon emissions if you have to do it with no support from Congress?",proctor,1,2
415,Biden,23:39,"The answer is yes. Number one, when our administration, we built the largest wind farm in the world, the largest solar energy facility in the world. We drove down the price, competitive price, of both of those renewable sources. I would immediately insist that we, in fact, build 500,000 recharging stations throughout the United States of America, working with Governors, Mayors, and others, so that we can go to a full electric vehicle future by the year 2030.",candidate,1,2
416,Biden,24:07,"I would make that we invested $400 million dollars in new science and technology to be the exporter, not only of the green economy, but economy that can create millions of jobs. But I would immediately rejoin the Paris Climate Accord. I would up the ante in that Accord, which it calls for, because we make up 15% of the problem. 85% of the world makes up the rest. We have to have someone that knows how to corral the rest of the world, bring them together, and get something done like we did in our administration.",candidate,1,2
417,Maddow,24:42,"Senator Sanders, I want to give you 30 seconds to follow up, but I’m going to hold you to 30.",proctor,1,2
418,Sanders,24:46,"Look, the old ways are no longer relevant. The scientists tell us we have 12 years before there is irreparable damage to this planet. This is a global issue. What the President of the United States should do is not deny the reality of climate change, but tell the rest of the world that instead of spending a trillion and a half dollars on weapons of destruction, let us get together for the common enemy, and that is to transform the world energy system away from fossil fuel to energy efficiency and sustainable energy.",candidate,1,2
419,Maddow,25:18,Thank you.,proctor,1,2
420,Sanders,25:19,The future of the planet rests on us doing that. [crosstalk 00:25:22],candidate,1,2
421,Maddow,25:22,Before we leave this topic-,proctor,1,2
422,Buttigieg,25:25,Here’s the solution. Pass the torch. Pass the torch to the generation that’s going to feel the effects of climate change.,candidate,1,2
423,Sanders,25:29,Take on the fossil fuel [crosstalk 00:25:32],candidate,1,2
424,Maddow,25:31,"Before we leave this topic, here’s something you all want to weigh in on. Hold one moment.",proctor,1,2
425,Harris,25:38,…campaigns of the Republican Party.,candidate,1,2
426,Maddow,25:39,Hold one moment.,proctor,1,2
427,Todd,25:40,Just trust us on this.,proctor,1,2
428,Williamson,25:42,And the fact that somebody has a younger body doesn’t mean you have old ideas. [crosstalk 00:25:45],candidate,1,2
429,Williamson,25:45,"John Kennedy did not say, “I have a plan to get a man to the moon, and we’re going to do it, and I think we can all work together, and maybe we can get a man on the moon.” John Kennedy said, “By the end of this decade, we are going to put a man on the moon,” because John Kennedy was back in the day when politics included the people and included imagination, and included great dreams, and included great plans-",candidate,1,2
430,Maddow,26:11,Ms. Williamson-,proctor,1,2
431,Todd,26:11,"Thank you, Ms. Williamson-",proctor,1,2
432,Williamson,26:11,"And I have had a career not making the political plans, but I have had a career harnessing the inspiration and the motivation and the excitement of people-",candidate,1,2
433,Todd,26:20,"Thank you, Ms. Williamson-",proctor,1,2
434,Williamson,26:21,"Masses of people, when we know that when we say-",candidate,1,2
435,Todd,26:23,Thank you-,proctor,1,2
436,Williamson,26:23,We are going to turn from a dirty economy-,candidate,1,2
437,Todd,26:25,Thank you-,proctor,1,2
438,Williamson,26:26,"To a clean economy, we’re going to have a Green New Deal, we’re going to create millions of jobs, we’re going to do this within the next 12 years because I’m not interested in just winning the next election. We are interested-",candidate,1,2
439,Todd,26:36,"Thank you, Ms. Williamson-",proctor,1,2
440,Williamson,26:36,In our grandchildren-,candidate,1,2
441,Todd,26:37,"All right, we’re going to sneak in a break in a minute, but before we go, I’m going to go down the line here and I’m asking you please, for one or two words only. All right? Please.",proctor,1,2
442,Maddow,26:48,Really.,proctor,1,2
443,Todd,26:49,"President Obama, in his first year, wanted to address both healthcare and climate. He could only get one signature issue accomplished. It was, obviously, healthcare. He didn’t get to do climate change. You may only get one shot in your first issue that you’re going to push, you get one shot, that it may be the only thing you get passed. What is that first issue for your presidency? Eric Swalwell, you’re first.",proctor,1,2
444,Swalwell,27:18,"For Parkland, for Orlando, for every community affected by gun violence, ending gun violence.",candidate,1,2
445,Todd,27:23,Senator Bennet.,proctor,1,2
446,Bennett,27:28,Climate change and the lack of economic mobility Bernie talks about.,candidate,1,2
447,Todd,27:32,Senator Gillibrand.,proctor,1,2
448,Gillibrand,27:33,"Passing a family bill of rights that includes a national paid leave plan, universal Pre-K, affordable daycare, and making sure that women and families can thrive in the workplace no matter who they are.",candidate,1,2
449,Harris,27:44,"Oh, I like that. Okay.",candidate,1,2
450,Todd,27:48,Senator Harris. [crosstalk 00:27:48],proctor,1,2
451,Harris,27:48,"Passing a middle-class, working families tax cut-",candidate,1,2
452,Todd,27:51,That’s one.,proctor,1,2
453,Harris,27:51,"DACA, guns-",candidate,1,2
454,Todd,27:55,"Okay. [crosstalk 00:27:56] I’m giving your credit for the first thing you said, the tax cut. I got that. [crosstalk 00:27:58] Senator Sanders, first thing.",proctor,1,2
455,Sanders,28:00,I reject the premise that there’s only one or two issues out there. This country-,candidate,1,2
456,Todd,28:04,I’m not saying there isn’t one or two-,proctor,1,2
457,Sanders,28:05,This country faces enormous crises-,candidate,1,2
458,Todd,28:06,Senator Sanders-,proctor,1,2
459,Sanders,28:07,We need a political revolution. People have got to stand up-,candidate,1,2
460,Todd,28:10,Okay.,proctor,1,2
461,Sanders,28:10,And take on the special interests. We can transform this country.,candidate,1,2
462,Todd,28:14,"Fine. Vice President Biden, your first issue, Mr. Vice President.",proctor,1,2
463,Biden,28:18,"I think you’re so underestimating what Barack Obama did. He’s the first man to bring together the entire world, 196 nations, to commit to deal with climate change immediately, so I don’t buy that, but the first thing I would do is make sure that we defeat Donald Trump.",candidate,1,2
464,Todd,28:39,Okay.,proctor,1,2
465,Biden,28:40,Period.,candidate,1,2
466,Todd,28:40,"Mayor Buttigieg, your first priority, your first issue as President that you are going to block and tackle?",proctor,1,2
467,Buttigieg,28:46,"We got to fix our democracy before it’s too late. Get that right, climate, immigration, taxes, and every other issue gets better.",candidate,1,2
468,Todd,28:53,Mr. Yang.,proctor,1,2
469,Yang,28:54,"I would pass a $1,000 freedom dividend for every American adult starting at age 18, which would speed us up on climate change, because if you get the boot off of people’s throats, they’ll focus on climate change much more clearly.",candidate,1,2
470,Todd,29:04,Governor Hickenlooper.,proctor,1,2
471,Hickenlooper,29:06,"I would do a collaborative approach to climate change, and I would pronounce it well before the election to make sure we don’t re-elect the worst President in American history.",candidate,1,2
472,Todd,29:15,"And Ms. Williamson, with the last one.",proctor,1,2
473,Williamson,29:17,"My first call is to Prime Minister of New Zealand, who said that her goal is to make New Zealand the place where it’s the best place in the world for a child to grow up. I would tell her girlfriend, you are so on, because the United States of America is going to be the best place in the world for a child to grow up.",candidate,1,2
474,Maddow,29:32,Ms. Williamson-,proctor,1,2
475,Todd,29:33,Thank you. You guys were close with the… At least it was shorter-,proctor,1,2
476,Maddow,29:36,"No, they weren’t.",proctor,1,2
477,Todd,29:37,Responses.,proctor,1,2
478,Maddow,29:37,Not at all.,proctor,1,2
479,Todd,29:38,All right. C minus.,proctor,1,2
480,Maddow,29:40,We’re going to take a quick break. We’ll be right back with these candidates right after this.,proctor,1,2
481,Kornacki,30:19,"All right, well on Election Day 2020, Donald Trump will be something he was not on Election Day 2016. That is, President Donald Trump, and incumbent, running for re-election. In some ways, a re-election campaign for a President, of course, becomes a referendum on how folks feel the President did during his four years in office.",proctor,1,2
482,Kornacki,30:38,"So what can we say about how voters have been reacting so far to the Trump Presidency? Well, what you see here, this is his average approval rating, meaning you’ve always got these different polls out there. One day, NBC will have one. The next day, CNN will have one. They’re always coming in from all over the place. This trend line is an average, a day-to-day average of all of those polls, put together. What you see here in this trend line is it’s a very narrow range that Trump is operating in. What I mean by that is look at this. This is his high watermark, his peak, as President. His average approval rating at its best, 46%. When was this? Early February 2017. That was his honeymoon. He had just become President. That makes him different right there from every modern predecessor he has because all of them have gotten to 60, 65, 70%, at least for a short period. They all had honeymoons. Trump’s honeymoon, he couldn’t even crack 50%. So already, we see a lower ceiling for Trump than we’ve seen with past Presidents, but that comes with a flip side.",proctor,1,2
483,Kornacki,31:39,"That is the basement for Trump. Look at this. 37% is the low point he’s hit in his average approval rating as President. That is actually not as low as some of his predecessors have gone. We’ve seen Nixon, Bush Senior, Carter, we saw them fall into the 20’s at some point during their term. That has not happened to Trump, either. 37 on the low end, 46 on the high end. Right now, somewhere in between. It’s a very narrow range. It speaks to polarization. I’ll tell you, it speaks to something else.",proctor,1,2
484,Kornacki,32:06,"Is this Presidency really any different politically in terms of how it’s being received than the campaign in 2016, because compare this trend line. 46, 37, low, high, compare that to Trump’s support against Hillary Clinton in the polls in the Fall of 2016. Trump’s average support, at a low point, 36%. At a high point, about 43.5%. Of course, on Election Day, what was the number he hit? 46%, the same high watermark he’s had in his approval rating, so Trump has been operating in the same range as a candidate, as President. We say it speaks to polarization.",proctor,1,2
485,Kornacki,32:42,"It also speaks to… Look, this is somebody who succeeded as candidate in 2016 despite some very, very high negative numbers. What I mean by that is look at this, the exit poll on Election Day. “Do you think Donald Trump is qualified to be President?” Only 38% said they thought he was qualified for the job. The clear majority said Trump wasn’t qualified. Does he have the temperament? 35% said he had the temperament. Do you like him, do you have a favorable view? Only 40% did. You’re not supposed to be able to win with those numbers. Trump was one of the big reasons his opponent, Hillary Clinton, by Election Day 2016, almost as unpopular as he was, only 43% favorable. It created that narrow path for Trump, and that becomes the question when you look at that approval rating now. In 2020, can he make his opponent as unpopular on Election Day as Clinton was in ’16?",proctor,1,2
486,Maddow,34:01,"Welcome back to the Democratic Candidates Debate in Miami. We’re going to continue the questioning now, with Lester in the audience. We are?",proctor,1,2
487,Todd,34:11,Just-,proctor,1,2
488,Maddow,34:12,"We are, in a second, are going to have a question from Lester in the audience. But that was just a fake out.",proctor,1,2
489,Todd,34:19,We’re going to go to the issue of guns and-,proctor,1,2
490,Maddow,34:22,"Congressman Swalwell, among this field of candidates, you have a unique position on gun reform. You’re proposing that the government should buy back every assault weapon in America and it should be mandatory. How do you envision that working, especially in states where gun rights are a strong flashpoint?",proctor,1,2
491,Swalwell,34:38,"Keep your pistols, keep your rifles, keep your shotguns, but we can take the most dangerous weapons from the most dangerous people. We have the NRA on the ropes because of the moms, because of the Brady Group, because of Gifford’s, because of March for our Lives. But I’m the only candidate on this stage calling for a ban and buyback of every single assault weapon in America. I’ve seen the plans of the other candidates here. They would all leave 15 million assault weapons in our communities. They wouldn’t do a single thing to save a single life in Parkland. I’ll approach this issue as a prosector. I’ll approach it as the only person on this stage who has voted and passed background checks, but also, as a parent of a generation who sends our children to school where we look at what they’re wearing so we remember it in case we have to identify them later… a generation who has seen thousands of Black children killed in our streets, and a generation who goes to the theater, and we actually look where the fire exits are.",candidate,1,2
492,Swalwell,35:38,We don’t have to live this way. We must be a country who loves our children more than we love our guns.,candidate,1,2
493,Maddow,35:44,"Senator Sanders, a Vermont newspaper-",proctor,1,2
494,Maddow,35:44,"Senator Sanders, a Vermont newspaper recently released portions of an interview you gave in 2013, in which you said, “My own view on guns is everything being equal, states should make those decisions.”",proctor,1,2
495,Sanders,36:00,No.,candidate,1,2
496,Maddow,36:00,Has your thinking changed since then? Do you now think there’s a federal role to play?,proctor,1,2
497,Sanders,36:04,That’s a mis-characterization of my thinking.,candidate,1,2
498,Maddow,36:05,It’s a quote of you.,proctor,1,2
499,Sanders,36:06,"Look, we have a gun crisis right now. 40,000 people a year are getting killed. In 1988, Rachel, when it wasn’t popular, I ran on a platform of banning assault weapons, and in fact, lost that race for Congress. I have a D minus voting record from the NRA and I believe that what we need is comprehensive gun legislation that, among other things, provides universal background. We end the gun show loophole. We end the straw man provision. I believed in 1988, and I believe today that assault weapons [crosstalk 00:36:53] are weapons are from the military and that they should not be on the streets of America.",candidate,1,2
500,Swalwell,36:59,Your plan leaves them on the streets. You leave 15 million on the streets.,candidate,1,2
501,Sanders,37:02,We ban the sale and distribution-,candidate,1,2
502,Swalwell,37:04,Will you buy them back?,candidate,1,2
503,Sanders,37:05,And that’s what I believed for many years-,candidate,1,2
504,Swalwell,37:07,Will you buy them back?,candidate,1,2
505,Sanders,37:08,"If the government wants to do that, if people want to bring them back-",candidate,1,2
506,Swalwell,37:11,You’re going to be the government. Will you buy them back?,candidate,1,2
507,Sanders,37:12,Yes.,candidate,1,2
508,Maddow,37:13,"Senator Harris, we’re going to give you 30 seconds.",proctor,1,2
509,Harris,37:14,"Thank you. I think your idea is a great one, Congressman Swalwell. I will say that there a lot of great ideas. The problem is Congress has not had the courage to act, which is why when elected President of the United States, I will give the United States Congress 100 days to pull their act together, bring all these good ideas together, and put a bill on my desk for signature. If they do not, I will take executive action, and I will put in place the most comprehensive background check policy we’ve had. I will require the ATF to take the licenses of gun dealers who violate the law, and I will ban, by executive order, the importation of assault weapons, because I’m going to tell you, as a prosecutor, I have seen more autopsy photographs than I care to tell you. I have hugged more mothers who are the mothers of homicide victims. I have attended more police officer funerals. It is enough. It is enough. There have been plenty of good ideas from members of the United States Congress. There’s been no action. As President, I will take action.",candidate,1,2
510,Maddow,38:11,"Mayor Buttigieg, I want to bring you in on this, sir. A lot of discussion about assault rifles that are often short-handed as military style weapons. You’re the only person on this stage tonight with military experience as veteran of the Afghanistan War. Will military families… Does that inform you thinking on this view? Do you believe that military families or American’s veterans will, at large, have a different take on this than the other Americans who we’ve been talking about and who Congressman Swalwell is appealing to with his buyback program?",proctor,1,2
511,Buttigieg,38:42,"Yes, of course, because we trained on some of these kinds of weapons. Look, every part of my life experience informs this. Being the Mayor of a city where the worst part of the job is dealing with violence, we lose as many as were lost at Parkland every two or three years in my city alone. This is tearing communities apart.",candidate,1,2
512,Buttigieg,39:04,"If more guns made us safer, we’d be the safest country on earth. It doesn’t work that way. Common sense measures like universal background checks can’t seem to get delivered by Washington, even when most Republicans, let alone most Americans, agree it’s the right thing to do. As somebody who trained on weapons of war, I can tell you that there are weapons that have absolutely no place in American cities or neighborhoods in peace time, ever.",candidate,1,2
513,Maddow,39:33,"Vice President Biden, 30 seconds.",proctor,1,2
514,Biden,39:34,A real 30 seconds?,candidate,1,2
515,Maddow,39:36,A real 30 seconds.,proctor,1,2
516,Biden,39:37,"Okay. I’m the only person that’s beaten the NRA nationally. I’m the guy that got the Brady Bill passed, the background checks, number one. Number two, we increase that background check [inaudible 00:39:49] during the Obama-Biden administration. I’m also the only guy that got assault weapons banned. Banned. And the number of clips in a gun banned. So folks, look, and I would buyback those weapons. We already started talking about that. We tried to get it done. I think-",candidate,1,2
517,Biden,40:00,"… As weapons. We already started talking about that. We tried to get it done. I think it can be done and it should be demanded that we do it, and that’s a good expenditure of money. And lastly, we should have smart guns. No gun should be able to be sold unless your biometric measure could pull that trigger. It’s within our right to do that, we can do that. Our enemy is the gun manufacturers, not the NRA. The gun manufacturers.",candidate,1,2
518,Maddow,40:23,"Vice President, thank you.",proctor,1,2
519,Speaker 1,40:23,"But the NRA is taking orders from the gun manufacturer, that’s the problem.",proctor,1,2
520,Todd,40:27,"All right. Lester Holt has our next question. Lester, take it away.",proctor,1,2
521,Holt,40:29,"All right, Chuck . This is a question from our viewers. We put some suggestions that asked maybe they could share some. Here’s one that came from [Kathleen 00:40:36] from Canby, Oregon, who writes, “Many fear the current administration has inflicted irrevocable harm on our governing institutions and norms, and in the process, on our reputation abroad. The question is, what do you see as important early steps in reversing the damage done?” And we’ll put this one to Senator Bennet.",proctor,1,2
522,Bennett,40:55,"Thank you very much. What an excellent question. First of all, we have to restore our democracy out home. The rest of the world is looking for us for leadership. We have a president who doesn’t believe in the rule of law, he doesn’t believe in freedom of the press, he doesn’t believe in independent judiciary. He believes in the corruption that he’s brought to Washington D.C., and that is what we have to change, and that’s why everybody is up here tonight. And I appreciate the fact that they’re up here for that reason.",candidate,1,2
523,Bennett,41:23,"Second, we’ve got to restore the relationships that he’s destroyed with our allies. Not just in Europe, he flew to the G20 last night and attacked Japan, Germany, and a third ally of ours without saying anything about North Korea or Russia. When you’ve got a situation where you have a president who says something happened in the Straits of Hormuz and the whole world doesn’t know whether to believe it or not, that is a huge problem when it comes to the national security of the United States of America.",candidate,1,2
524,Todd,41:58,This is a perfect time-,proctor,1,2
525,Bennett,41:58,And we need to change that.,candidate,1,2
526,Todd,41:59,"Thank you, Senator. That is a perfect for me to do another one of these down the line. And this is what this question is, which is you got to have to … You’re likely going to have to reset a relationship between America and another country or entity if you become president because of, perhaps because of some relationship that you just mentioned about President Trump. What is the first relationship you would like to reset as president? I’m going to go Mrs. Williamson.",proctor,1,2
527,Williamson,42:24,"Well, one of my first phone calls would be to call the European leaders and say, “We’re back.” Because I totally understand-",candidate,1,2
528,Todd,42:30,Thank you.,proctor,1,2
529,Williamson,42:31,… that the United States be part of the Western Alliance.,candidate,1,2
530,Todd,42:36,Okay. I’m trying to get one or two words here. I hear you. Governor Hickenlooper?,proctor,1,2
531,Hickenlooper,42:38,"You know, I talk about constant engagement and I think the first county I would go to, and I understand they’ve been cheating and stealing and ultra poverty, would be China.",candidate,1,2
532,Todd,42:51,Okay.,proctor,1,2
533,Hickenlooper,42:51,Because if you’re going to deal with public health pandemics-,candidate,1,2
534,Todd,42:51,Thank you.,proctor,1,2
535,Hickenlooper,42:51,"… and we’re going to deal with all the challenges of the globe, we’ve got to have relationships with everyone.",candidate,1,2
536,Todd,42:54,Mr. Yang? We’ll try to squeeze in a couple more things before we go to another break. Mr. Yang?,proctor,1,2
537,Yang,42:57,"China, we need to cooperate with them on climate change, AI, and other issues. North Korea.",candidate,1,2
538,Todd,43:01,Thanks for the quickness. Mayor Buttigieg?,proctor,1,2
539,Buttigieg,43:03,"We have no idea which of our most important allies he will have pissed off worse between now and then. What we know is that our relationship with the entire world needs to change, and it starts by modeling American values at home.",candidate,1,2
540,Todd,43:15,Okay. Mr. Vice President. I’m trying to be quick.,proctor,1,2
541,Biden,43:17,We know NATO will fall apart if he’s elected four more years. It’s the single most consequential alliance in the history of the United States.,candidate,1,2
542,Todd,43:23,Senator Sanders?,proctor,1,2
543,Sanders,43:25,"It’s not one country. I think it is rebuilding trust in the United Nations, and understand that we can solve conflicts without war, but with diplomacy.",candidate,1,2
544,Todd,43:34,Senator Harris?,proctor,1,2
545,Harris,43:36,All the members of the NATO alliance.,candidate,1,2
546,Todd,43:39,Senator Gillibrand?,proctor,1,2
547,Gillibrand,43:39,"President Trump is hellbent on starting a war with Iran. My first act will be to engage Iran to stabilize the Middle East and make sure we do not start and unwanted, never-ending war.",candidate,1,2
548,Todd,43:50,"Senator Bennet, quickly.",proctor,1,2
549,Bennett,43:51,Our European allies and every Latin American country that’s willing to have a conversation about how to deal with the refugee [inaudible 00:43:59].,candidate,1,2
550,Todd,43:58,And Congressman Swalwell?,proctor,1,2
551,Swalwell,44:00,"Our first act in foreign policy, we’re breaking up Russia and making up with NATO.",candidate,1,2
552,Maddow,44:04,Thank you all. Thank you all.,proctor,1,2
553,Bennett,44:06,That’s a good plan.,candidate,1,2
554,Maddow,44:07,"Last question for Vice President Biden tonight. You have made your decades of experience in foreign policy a pillar of your campaign. But when the time came to say “yes” or “no” on one of the most consequential foreign policy decisions of the last century, you voted for the Iraq war. You have since said you regret that vote. But why should voters trust your judgment when it comes to making a decision about taking the country to war the next time?",proctor,1,2
555,Biden,44:31,"Because once the Bush abused that power. What happened was we got elected after that. I made sure the President turned to me and said, “Joe, get our combat troops out of Iraq.” I was responsible for getting 150,000 combat troops out of Iraq and my son was one of them. I also think we should not have combat troops in Afghanistan. It’s long overdue. It should end. And thirdly, I believe that you’re not going to find anybody who has pulled together more of our alliances to deal with with what is the real stateless threat out there. We cannot go it alone in terms of dealing with terrorism. So, I’d eliminate the act that allowed us to go into war and not the AUMF, and make sure that it could only be used for what it’s intent was, and that is to go after terrorists. But never do it alone.",candidate,1,2
556,Biden,45:24,"That’s why we have to repair our alliances. We put together 65 countries to make sure we dealt with ISIS in Iraq and other places. That’s what I would do, that’s what I have done. And I know how to do it.",candidate,1,2
557,Maddow,45:38,"Senator Sanders, 30 seconds.",proctor,1,2
558,Sanders,45:40,"One of the differences … One of the differences that Joe and I have in our record is Joe voted for that war. I helped lead the opposition to that war, which is a total disaster. Second of all, I helped lead the effort for the first time to utilize the War Powers Act, to get the United States out of the sorely- led intervention in Yemin, which is the most horrific humanitarian disaster on Earth. And thirdly, let me be very clear, I will do everything I can to prevent a war with Iran, which would be far worse than disastrous war with Iraq.",candidate,1,2
559,Maddow,46:16,"Senator Sanders, thank you.",proctor,1,2
560,Biden,46:16,You can’t go to war without informed consent of the American people.,candidate,1,2
561,Todd,46:19,"All right, guys. We got … Good news is you get more time to talk, but I have to sneak in one more break.",proctor,1,2
562,Maddow,46:24,We’ll be right back.,proctor,1,2
563,Todd,46:25,We’ll be right back with more debate.,proctor,1,2
564,Todd,46:25,(silence),proctor,1,2
565,Kornacki,46:50,"Well, here it is. This is the month to start looking at on your calendar. February 2020. That’s when all the talk ends and the voting begins and that massive, gigantic, enormous democratic presidential field, it gets thinned down, and maybe by the end of that month we’ll even have a pretty good sense who the nominee’s going to be. You know, Iowa, always in that lead-off position. The Iowa caucuses, there it is. Monday, February 3rd. The race begins in Iowa. And then traditionally, it is an eight-day stretch from Iowa to New Hampshire. First caucuses in Iowa, first primary in New Hampshire eight days later. So, you expect however many candidates are left when they get to the starting line in Iowa, there’s probably going to be far fewer eight later. Between Iowa and New Hampshire, you can expect a lot of winnowing to take place. You’ll have some clear candidates who are out in front, as well.",proctor,1,2
566,Kornacki,47:39,"The next stop, this is a new one on the democratic … A relatively new one, only the last couple cycles. Nevada, caucuses in Nevada, that’s the next one. And then the big one, obviously, the South Carolina primary. The first in the South primary at the end of the month. And of course, South Carolina, very important because this is the first date where you’re going to have a really substantial black population voting. 60%, more than 60% of the Democratic electorate in the 2016 South Carolina primary was African American. So, a key test there.",proctor,1,2
567,Kornacki,48:09,"Four individual contests. We’ll talk only about these states the nights they come in. That’s going to be February, but then flip the calendar. From the last day of February, look at this. Go into March. Just a couple days later, Super Tuesday. Super Tuesday, let me give you a sense of what that looks like. Massive, enormous. You go from one contest at a time, all in the same … You got California, you got Texas, you got a bunch in the South. You got Massachusetts, Minnesota. All of these states all at once. So, February’s going to produce some clarity in terms of who is a contender. Super Tuesday, mega primary, that could give us some real answers potentially in early March.",proctor,1,2
568,Kornacki,49:10,( silence),proctor,1,2
